MJD FILTER EXPTIME AIRMASS EPOCH
57070.07037688 r 86.0 1.67 1.0
57070.13797659 g 86.0 1.25 2.0
57070.22353962 g 86.0 1.17 3.0
57070.29221312 g 86.0 1.39 4.0
57070.33920366 g 86.0 1.81 5.0
57071.06695038 g 86.0 1.68 6.0
57071.13454368 g 86.0 1.25 7.0
57071.20227059 g 86.0 1.16 8.0
57071.27250248 g 86.0 1.3 9.0
57071.34156645 g 86.0 1.89 10.0
57072.06360049 g 86.0 1.69 11.0
57072.13114887 g 86.0 1.25 12.0
57072.20061905 g 86.0 1.16 13.0
57072.26936956 g 86.0 1.3 14.0
57072.33858223 g 86.0 1.88 15.0
57073.06104598 g 86.0 1.68 16.0
57074.05857221 g 86.0 1.68 17.0
57074.32573699 g 86.0 1.78 18.0
57075.05626773 g 86.0 1.68 19.0
57075.12363727 g 86.0 1.25 20.0
57075.19170569 g 86.0 1.16 21.0
57075.26042879 g 86.0 1.3 22.0
57075.32889647 g 86.0 1.86 23.0
57077.04078592 r 86.0 1.8 24.0
57077.10839952 g 86.0 1.28 25.0
57077.16962915 g 86.0 1.16 26.0
57080.09979928 g 86.0 1.28 27.0
57080.16786341 g 86.0 1.16 28.0
57095.16729351 g 86.0 1.19 30.0
