MJD FILTER EXPTIME AIRMASS EPOCH
57070.09731016 r 86.0 1.7 1.0
57070.16476576 g 86.0 1.25 2.0
57070.25074863 g 86.0 1.17 3.0
57070.3196347 g 86.0 1.37 4.0
57070.36658945 g 86.0 1.78 5.0
57071.09381842 g 86.0 1.71 6.0
57071.2998489 g 86.0 1.29 7.0
57071.22955707 g 86.0 1.15 8.0
57071.16129892 g 86.0 1.26 9.0
57071.36865606 g 86.0 1.85 10.0
57072.09061556 g 86.0 1.71 11.0
57072.1592315 g 86.0 1.25 12.0
57072.22773128 g 86.0 1.15 13.0
57072.2968027 g 86.0 1.29 14.0
57072.36565532 g 86.0 1.85 15.0
57073.08802526 g 86.0 1.71 16.0
57074.08517592 g 86.0 1.71 17.0
57074.35399268 g 86.0 1.76 18.0
57075.08307499 g 86.0 1.7 19.0
57075.1503769 g 86.0 1.26 20.0
57075.21890865 g 86.0 1.15 21.0
57075.28774679 g 86.0 1.29 22.0
57075.35630287 g 86.0 1.83 23.0
57077.06785366 r 86.0 1.83 24.0
57077.13513902 g 86.0 1.29 25.0
57077.19677653 g 86.0 1.16 26.0
57080.12652548 g 86.0 1.29 27.0
57080.1950651 g 86.0 1.15 28.0
57095.19482036 g 86.0 1.18 30.0
