MJD FILTER EXPTIME AIRMASS EPOCH
57070.06103534 r 86.0 1.67 1.0
57070.12863398 g 86.0 1.24 2.0
57070.21407535 g 86.0 1.17 3.0
57070.28270614 g 86.0 1.38 4.0
57070.32968354 g 86.0 1.8 5.0
57071.05743113 g 86.0 1.68 6.0
57071.12521045 g 86.0 1.25 7.0
57071.19288343 g 86.0 1.15 8.0
57071.26290478 g 86.0 1.3 9.0
57071.33186782 g 86.0 1.87 10.0
57072.05417846 g 86.0 1.69 11.0
57072.12179751 g 86.0 1.25 12.0
57072.19102946 g 86.0 1.15 13.0
57072.25979809 g 86.0 1.29 14.0
57072.32885945 g 86.0 1.87 15.0
57074.04925962 g 86.0 1.68 17.0
57074.31628228 g 86.0 1.77 18.0
57075.04681563 g 86.0 1.68 19.0
57075.114303 g 86.0 1.25 20.0
57075.18199871 g 86.0 1.15 21.0
57075.25073585 g 86.0 1.29 22.0
57075.31936792 g 86.0 1.85 23.0
57077.03131257 r 86.0 1.8 24.0
57077.09907139 g 86.0 1.28 25.0
57077.16011145 g 86.0 1.15 26.0
57080.09045589 g 86.0 1.28 27.0
57080.15826244 g 86.0 1.15 28.0
