MJD FILTER EXPTIME AIRMASS EPOCH
57070.08519019 r 86.0 1.72 1.0
57070.15270299 g 86.0 1.27 2.0
57070.23858417 g 86.0 1.2 3.0
57070.3072207 g 86.0 1.43 4.0
57070.35420293 g 86.0 1.9 5.0
57071.08175937 g 86.0 1.72 6.0
57071.14924584 g 86.0 1.28 7.0
57071.2173995 g 86.0 1.18 8.0
57071.28753854 g 86.0 1.34 9.0
57071.35653445 g 86.0 1.98 10.0
57072.07852341 g 86.0 1.73 11.0
57072.14587636 g 86.0 1.28 12.0
57072.21562628 g 86.0 1.18 13.0
57072.28453227 g 86.0 1.34 14.0
57072.35363051 g 86.0 1.97 15.0
57073.07583855 g 86.0 1.73 16.0
57074.0732364 g 86.0 1.73 17.0
57074.34066602 g 86.0 1.86 18.0
57075.07096241 g 86.0 1.72 19.0
57075.1383287 g 86.0 1.28 20.0
57075.20650754 g 86.0 1.18 21.0
57075.27536593 g 86.0 1.33 22.0
57075.34415687 g 86.0 1.95 23.0
57077.05572158 r 86.0 1.85 24.0
57077.12309079 g 86.0 1.31 25.0
57077.18461264 g 86.0 1.18 26.0
57078.19205323 g 86.0 1.18 27.0
57080.0562683 r 86.0 1.74 28.0
57080.11447561 g 86.0 1.31 29.0
57080.18264692 g 86.0 1.18 30.0
57095.04692076 i 86.0 1.45 31.0
57095.12848243 r 86.0 1.19 32.0
57095.18229788 g 86.0 1.22 33.0
57089.24197262 r 102.0 1.36 34.0
57090.2420904 g 102.0 1.37 35.0
57090.2701083 i 102.0 1.56 36.0
