MJD FILTER EXPTIME AIRMASS EPOCH
57070.07170876 r 86.0 1.72 1.0
57070.13931951 g 86.0 1.27 2.0
57070.22492417 g 86.0 1.2 3.0
57070.29355768 g 86.0 1.43 4.0
57070.34053867 g 86.0 1.89 5.0
57071.06827542 g 86.0 1.73 6.0
57071.13587948 g 86.0 1.28 7.0
57071.20360921 g 86.0 1.18 8.0
57071.27387989 g 86.0 1.34 9.0
57071.34289811 g 86.0 1.97 10.0
57072.0649289 g 86.0 1.74 11.0
57072.13248537 g 86.0 1.28 12.0
57072.20200696 g 86.0 1.18 13.0
57072.2707683 g 86.0 1.34 14.0
57072.33997191 g 86.0 1.97 15.0
57073.06238058 g 86.0 1.73 16.0
57074.05989133 g 86.0 1.73 17.0
57074.32712236 g 86.0 1.86 18.0
57075.05760251 g 86.0 1.73 19.0
57075.12496488 g 86.0 1.28 20.0
57075.19309595 g 86.0 1.18 21.0
57075.26178245 g 86.0 1.33 22.0
57075.33022651 g 86.0 1.94 23.0
57077.04213343 r 86.0 1.86 24.0
57077.10972477 g 86.0 1.31 25.0
57077.17096286 g 86.0 1.18 26.0
57080.04671807 r 86.0 1.7 27.0
57080.1011363 g 86.0 1.31 28.0
57080.16925668 g 86.0 1.18 29.0
57095.03346655 i 86.0 1.46 30.0
57095.11626084 r 86.0 1.19 31.0
57095.1686341 g 86.0 1.22 32.0
57089.22803067 r 102.0 1.35 33.0
57089.28303984 i 102.0 1.81 34.0
57090.2281613 g 102.0 1.37 35.0
