MJD FILTER EXPTIME AIRMASS EPOCH
57070.04588523 r 86.0 1.79 1.0
57070.11392761 g 86.0 1.29 2.0
57070.19908722 g 86.0 1.18 3.0
57070.26771947 g 86.0 1.38 4.0
57071.04272382 g 86.0 1.8 5.0
57071.11049038 g 86.0 1.29 6.0
57071.24633961 g 86.0 1.3 7.0
57071.31692345 g 86.0 1.85 8.0
57071.17813853 g 86.0 1.18 9.0
57072.03939996 g 86.0 1.8 10.0
57072.10712316 g 86.0 1.29 11.0
57072.17605029 g 86.0 1.18 12.0
57072.24460891 g 86.0 1.3 13.0
57072.31390159 g 86.0 1.85 14.0
57073.03688074 g 86.0 1.8 15.0
57074.03472892 g 86.0 1.79 16.0
57074.29889433 g 86.0 1.73 17.0
57075.03202269 g 86.0 1.79 18.0
57075.09963157 g 86.0 1.29 19.0
57075.16693558 g 86.0 1.18 20.0
57075.23579188 g 86.0 1.3 21.0
57075.30441455 g 86.0 1.83 22.0
57077.0166695 r 86.0 1.94 23.0
57077.08439297 g 86.0 1.33 24.0
57077.14506476 g 86.0 1.18 25.0
57080.0274835 r 86.0 1.68 26.0
57080.07576071 g 86.0 1.33 27.0
57080.14321002 g 86.0 1.18 28.0
57095.01693186 i 86.0 1.43 29.0
57095.07502951 r 86.0 1.21 30.0
57095.14944955 g 86.0 1.21 31.0
57089.21081987 r 102.0 1.36 32.0
57089.26579157 i 102.0 1.82 33.0
57090.21083164 g 102.0 1.37 34.0
