MJD FILTER EXPTIME AIRMASS EPOCH
57070.07986184 r 86.0 1.59 1.0
57070.14736067 g 86.0 1.19 2.0
57070.23302678 g 86.0 1.1 3.0
57070.30165664 g 86.0 1.28 4.0
57070.34887162 g 86.0 1.62 5.0
57071.07631849 g 86.0 1.6 6.0
57071.143925 g 86.0 1.19 7.0
57071.21184705 g 86.0 1.09 8.0
57071.28207681 g 86.0 1.21 9.0
57071.35106618 g 86.0 1.67 10.0
57072.07317379 g 86.0 1.6 11.0
57072.1405362 g 86.0 1.19 12.0
57072.21031644 g 86.0 1.09 13.0
57072.27906758 g 86.0 1.21 14.0
57072.34807491 g 86.0 1.67 15.0
57073.07049554 g 86.0 1.6 16.0
57074.06783473 g 86.0 1.6 17.0
57074.33519503 g 86.0 1.59 18.0
57075.06565095 g 86.0 1.59 19.0
57075.13299922 g 86.0 1.19 20.0
57075.20117358 g 86.0 1.09 21.0
57075.27003663 g 86.0 1.21 22.0
57075.3385839 g 86.0 1.66 23.0
57077.0502806 r 86.0 1.7 24.0
57077.1178 g 86.0 1.22 25.0
57077.17928368 g 86.0 1.1 26.0
57078.18788057 g 86.0 1.09 27.0
57080.05221174 r 86.0 1.59 28.0
57080.10916728 g 86.0 1.23 29.0
57080.17732056 g 86.0 1.1 30.0
57095.04152931 i 86.0 1.35 31.0
57095.12441512 r 86.0 1.1 32.0
57095.17696027 g 86.0 1.12 33.0
57089.23730856 r 102.0 1.22 34.0
57090.23742457 g 102.0 1.24 35.0
57090.26543655 i 102.0 1.38 36.0
