MJD FILTER EXPTIME AIRMASS EPOCH
57070.04051608 r 86.0 1.6 1.0
57070.10858576 g 86.0 1.2 2.0
57070.19356009 g 86.0 1.12 3.0
57070.26222492 g 86.0 1.31 4.0
57071.03727906 g 86.0 1.6 5.0
57071.10514244 g 86.0 1.2 6.0
57071.31138452 g 86.0 1.74 7.0
57071.17261276 g 86.0 1.11 8.0
57071.24094712 g 86.0 1.23 9.0
57072.0340498 g 86.0 1.61 10.0
57072.10177947 g 86.0 1.2 11.0
57072.23925478 g 86.0 1.24 13.0
57072.30837483 g 86.0 1.74 14.0
57073.0315378 g 86.0 1.6 15.0
57073.09922934 g 86.0 1.2 16.0
57074.02942491 g 86.0 1.6 17.0
57074.29229354 g 86.0 1.62 18.0
57074.29359328 r 86.0 1.63 19.0
57075.02667687 g 86.0 1.6 20.0
57075.09428096 g 86.0 1.2 21.0
57075.16158843 g 86.0 1.11 22.0
57075.23025865 g 86.0 1.23 23.0
57075.29897533 g 86.0 1.73 24.0
57077.0112599 r 86.0 1.71 25.0
57077.07905256 g 86.0 1.23 26.0
57077.13962318 g 86.0 1.11 27.0
57080.02211753 r 86.0 1.51 28.0
57080.07042473 g 86.0 1.23 29.0
57080.13781432 g 86.0 1.11 30.0
57095.01285946 i 86.0 1.3 31.0
57095.07094457 r 86.0 1.13 32.0
57095.14532191 g 86.0 1.15 33.0
57089.20618407 r 102.0 1.29 34.0
57089.26115618 i 102.0 1.73 35.0
57090.20617395 g 102.0 1.31 36.0
