wavelength ROTSEIII atm
503 0.8306 0.8412794676806084
504 0.8308 0.8418726235741445
505 0.831 0.8424657794676806
506 0.8311999999999999 0.8430589353612168
507 0.8313999999999999 0.8436520912547528
508 0.8316 0.844245247148289
509 0.8318 0.8448384030418251
510 0.832 0.8454315589353613
511 0.8321999999999999 0.8460247148288974
512 0.8323999999999999 0.8466178707224334
513 0.8326 0.8472110266159696
514 0.8328 0.8478041825095057
515 0.833 0.8483973384030419
516 0.8331999999999999 0.8489904942965779
517 0.8333999999999999 0.8495836501901141
518 0.8336 0.8501768060836502
519 0.8338 0.8507699619771864
520 0.834 0.8513631178707224
521 0.8341999999999999 0.8519562737642585
522 0.8343999999999999 0.8525494296577947
523 0.8346 0.8531425855513308
524 0.8348 0.853735741444867
525 0.835 0.854328897338403
526 0.8351999999999999 0.8549220532319391
527 0.8353999999999999 0.8556709897610921
528 0.8356 0.8564866894197952
529 0.8358 0.8573023890784983
530 0.836 0.8581180887372014
531 0.8361999999999999 0.8589337883959044
532 0.8363999999999999 0.8597494880546075
533 0.8366 0.8605651877133106
534 0.8368 0.8613808873720137
535 0.837 0.8621965870307168
536 0.8371999999999999 0.8630122866894198
537 0.8373999999999999 0.8638279863481229
538 0.8376 0.864643686006826
539 0.8378 0.865459385665529
540 0.838 0.866275085324232
541 0.8382 0.8670907849829351
542 0.8383999999999999 0.8679064846416382
543 0.8386 0.8687221843003413
544 0.8388 0.8695378839590444
545 0.839 0.8703535836177474
546 0.8392 0.8711692832764505
547 0.8393999999999999 0.8719849829351536
548 0.8396 0.8728006825938567
549 0.8398 0.8736163822525597
550 0.84 0.8744320819112628
551 0.84 0.8752477815699659
552 0.84 0.876063481228669
553 0.84 0.876879180887372
554 0.84 0.877694880546075
555 0.84 0.8785105802047781
556 0.84 0.878774647887324
557 0.84 0.8782112676056338
558 0.84 0.8776478873239437
559 0.84 0.8770845070422535
560 0.84 0.8765211267605634
561 0.84 0.8759577464788733
562 0.84 0.8753943661971831
563 0.84 0.874830985915493
564 0.84 0.8742676056338028
565 0.84 0.8737042253521127
566 0.84 0.8731408450704226
567 0.84 0.8725774647887324
568 0.84 0.8720140845070422
569 0.84 0.8714507042253521
570 0.84 0.870887323943662
571 0.84 0.8703239436619719
572 0.84 0.8697605633802817
573 0.84 0.8691971830985915
574 0.84 0.8686338028169014
575 0.84 0.8680704225352113
576 0.84 0.8675070422535212
577 0.84 0.866943661971831
578 0.84 0.8663802816901408
579 0.84 0.8658169014084507
580 0.84 0.8652535211267606
581 0.84 0.8646901408450705
582 0.84 0.8641267605633802
583 0.84 0.8635633802816901
584 0.84 0.863
585 0.84 0.8633703703703703
586 0.84 0.8637407407407407
587 0.84 0.864111111111111
588 0.84 0.8644814814814815
589 0.84 0.8648518518518519
590 0.84 0.8652222222222222
591 0.84 0.8655925925925926
592 0.84 0.8659629629629629
593 0.84 0.8663333333333333
594 0.84 0.8667037037037036
595 0.84 0.8670740740740741
596 0.84 0.8674444444444445
597 0.84 0.8678148148148148
598 0.84 0.8681851851851852
599 0.84 0.8685555555555555
600 0.84 0.8689259259259259
601 0.8396 0.8692962962962962
602 0.8392 0.8696666666666667
603 0.8388 0.870037037037037
604 0.8383999999999999 0.8704074074074074
605 0.838 0.8707777777777778
606 0.8376 0.8713431578947368
607 0.8371999999999999 0.8722010526315789
608 0.8368 0.873058947368421
609 0.8363999999999999 0.8739168421052631
610 0.836 0.8747747368421053
611 0.8356 0.8756326315789473
612 0.8351999999999999 0.8764905263157895
613 0.8348 0.8773484210526316
614 0.8343999999999999 0.8782063157894736
615 0.834 0.8790642105263158
616 0.8336 0.8799221052631578
617 0.8331999999999999 0.88078
618 0.8328 0.8816378947368421
619 0.8323999999999999 0.8824957894736841
620 0.832 0.8833536842105263
621 0.8316 0.8842115789473683
622 0.8311999999999999 0.8850694736842105
623 0.8308 0.8859273684210526
624 0.8303999999999999 0.8867852631578947
625 0.83 0.8876431578947368
626 0.8296 0.8885010526315789
627 0.8291999999999999 0.889358947368421
628 0.8288 0.8902168421052631
629 0.8283999999999999 0.8910747368421053
630 0.828 0.8919326315789473
631 0.8276 0.8927905263157894
632 0.8271999999999999 0.8936484210526315
633 0.8268 0.8945063157894736
634 0.8263999999999999 0.8953642105263158
635 0.826 0.8962221052631578
636 0.8256 0.89708
637 0.8251999999999999 0.897937894736842
638 0.8248 0.8987957894736841
639 0.8243999999999999 0.8996536842105263
640 0.824 0.9005115789473683
641 0.8236 0.9013694736842105
642 0.8231999999999999 0.9022273684210526
643 0.8228 0.9030852631578947
644 0.8223999999999999 0.903974011299435
645 0.822 0.9049090395480225
646 0.8216 0.9058440677966101
647 0.8211999999999999 0.9067790960451977
648 0.8208 0.9077141242937853
649 0.8203999999999999 0.9086491525423728
650 0.82 0.9095841807909604
651 0.8191999999999999 0.910519209039548
652 0.8183999999999999 0.9114542372881356
653 0.8176 0.9123892655367231
654 0.8168 0.9133242937853107
655 0.816 0.9142593220338983
656 0.8151999999999999 0.9151943502824859
657 0.8144 0.9161293785310733
658 0.8136 0.917064406779661
659 0.8128 0.9179994350282485
660 0.8119999999999999 0.9189344632768361
661 0.8111999999999999 0.9198694915254236
662 0.8104 0.9208045197740112
663 0.8096 0.9217395480225988
664 0.8088 0.9226745762711864
665 0.8079999999999999 0.9236096045197739
666 0.8072 0.9245446327683615
667 0.8064 0.9254796610169491
668 0.8056 0.9264146892655367
669 0.8048 0.9273497175141242
670 0.8039999999999999 0.9282847457627118
671 0.8032 0.9292197740112994
672 0.8024 0.930154802259887
673 0.8016 0.9310898305084745
674 0.8008 0.9320248587570621
675 0.8 0.9329598870056497
676 0.7992 0.9338949152542373
677 0.7984 0.9348299435028249
678 0.7976 0.9357649717514124
679 0.7968 0.9367
680 0.796 0.9368129032258065
681 0.7952 0.9369258064516128
682 0.7944 0.9370387096774193
683 0.7936 0.9371516129032258
684 0.7928 0.9372645161290323
685 0.792 0.9373774193548386
686 0.7912 0.9374903225806451
687 0.7904 0.9376032258064516
688 0.7896 0.9377161290322581
689 0.7888000000000001 0.9378290322580645
690 0.788 0.937941935483871
691 0.7872 0.9380548387096774
692 0.7864 0.9381677419354839
693 0.7856 0.9382806451612903
694 0.7848 0.9383935483870968
695 0.784 0.9385064516129032
696 0.7832 0.9386193548387097
697 0.7824 0.9387322580645161
698 0.7816000000000001 0.9388451612903226
699 0.7808 0.9389580645161291
700 0.78 0.9390709677419355
701 0.7786000000000001 0.9391838709677419
702 0.7772 0.9392967741935484
703 0.7758 0.9394096774193549
704 0.7744 0.9395225806451614
705 0.773 0.9396354838709677
706 0.7716000000000001 0.9397483870967742
707 0.7702 0.9398612903225807
708 0.7688 0.9399741935483872
709 0.7674 0.9400870967741936
710 0.766 0.9402
711 0.7646000000000001 0.9404711111111111
712 0.7632 0.9407422222222223
713 0.7618 0.9410133333333334
714 0.7604 0.9412844444444445
715 0.759 0.9415555555555556
716 0.7576 0.9418266666666667
717 0.7562 0.9420977777777778
718 0.7548 0.9423688888888889
719 0.7534 0.94264
720 0.752 0.9429111111111111
721 0.7506 0.9431822222222223
722 0.7492 0.9434533333333334
723 0.7478 0.9437244444444445
724 0.7464 0.9439955555555556
725 0.745 0.9442666666666667
726 0.7436 0.9445377777777778
727 0.7422 0.9448088888888889
728 0.7408 0.94508
729 0.7394 0.9453511111111111
730 0.738 0.9456222222222223
731 0.7366 0.9458933333333334
732 0.7352 0.9461644444444445
733 0.7338 0.9464355555555556
734 0.7323999999999999 0.9467066666666667
735 0.731 0.9469777777777778
736 0.7296 0.9472488888888889
737 0.7282 0.94752
738 0.7268 0.9477911111111111
739 0.7253999999999999 0.9480622222222223
740 0.724 0.9483333333333334
741 0.7226 0.9486044444444445
742 0.7212 0.9488755555555556
743 0.7198 0.9491466666666667
744 0.7183999999999999 0.9494177777777778
745 0.717 0.9496888888888889
746 0.7156 0.94996
747 0.7142 0.9502311111111111
748 0.7128 0.9505022222222222
749 0.7113999999999999 0.9507733333333334
750 0.71 0.9510444444444445
751 0.7071999999999999 0.9513155555555556
752 0.7043999999999999 0.9515866666666667
753 0.7016 0.9518577777777778
754 0.6988 0.9521288888888889
755 0.696 0.9524
756 0.6931999999999999 0.9525521739130435
757 0.6904 0.9527043478260869
758 0.6876 0.9528565217391305
759 0.6848 0.9530086956521739
760 0.6819999999999999 0.9531608695652174
761 0.6791999999999999 0.9533130434782608
762 0.6764 0.9534652173913044
763 0.6736 0.9536173913043479
764 0.6708 0.9537695652173913
765 0.6679999999999999 0.9539217391304348
766 0.6652 0.9540739130434782
767 0.6624 0.9542260869565218
768 0.6596 0.9543782608695652
769 0.6567999999999999 0.9545304347826087
770 0.6539999999999999 0.9546826086956521
771 0.6512 0.9548347826086956
772 0.6484 0.9549869565217391
773 0.6456 0.9551391304347826
774 0.6427999999999999 0.955291304347826
775 0.6399999999999999 0.9554434782608695
776 0.6372 0.9555956521739131
777 0.6344 0.9557478260869565
778 0.6315999999999999 0.9559
779 0.6287999999999999 0.9557870967741935
780 0.6259999999999999 0.9556741935483871
781 0.6232 0.9555612903225806
782 0.6204 0.9554483870967742
783 0.6175999999999999 0.9553354838709677
784 0.6148 0.9552225806451613
785 0.612 0.9551096774193548
786 0.6092 0.9549967741935483
787 0.6063999999999999 0.954883870967742
788 0.6035999999999999 0.9547709677419355
789 0.6008 0.954658064516129
790 0.598 0.9545451612903225
791 0.5952 0.9544322580645161
792 0.5923999999999999 0.9543193548387097
793 0.5895999999999999 0.9542064516129032
794 0.5868 0.9540935483870968
795 0.584 0.9539806451612903
796 0.5811999999999999 0.9538677419354838
797 0.5783999999999999 0.9537548387096775
798 0.5755999999999999 0.953641935483871
799 0.5728 0.9535290322580645
800 0.57 0.953416129032258
801 0.5666 0.9533032258064517
802 0.5631999999999999 0.9531903225806452
803 0.5598 0.9530774193548387
804 0.5564 0.9529645161290323
805 0.5529999999999999 0.9528516129032258
806 0.5496 0.9527387096774194
807 0.5462 0.9526258064516129
808 0.5428 0.9525129032258065
809 0.5394 0.9524
810 0.5359999999999999 0.9524928571428571
811 0.5326 0.9525857142857143
812 0.5292 0.9526785714285715
813 0.5257999999999999 0.9527714285714286
814 0.5224 0.9528642857142857
815 0.519 0.9529571428571428
816 0.5156 0.95305
817 0.5122 0.9531428571428572
818 0.5087999999999999 0.9532357142857143
819 0.5054 0.9533285714285714
820 0.502 0.9534214285714285
821 0.4986 0.9535142857142858
822 0.4952 0.9536071428571429
823 0.4918 0.9537
824 0.4884 0.9537928571428571
825 0.485 0.9538857142857142
826 0.4816 0.9539785714285715
827 0.47819999999999996 0.9540714285714286
828 0.4748 0.9541642857142857
829 0.4714 0.9542571428571428
830 0.46799999999999997 0.9543499999999999
831 0.4646 0.9544428571428571
832 0.4612 0.9545357142857143
833 0.4578 0.9546285714285714
834 0.4544 0.9547214285714285
835 0.451 0.9548142857142857
836 0.4476 0.9549071428571428
837 0.44420000000000004 0.955
838 0.44079999999999997 0.9555236686390532
839 0.4374 0.9560473372781064
840 0.434 0.9565710059171597
841 0.4306 0.957094674556213
842 0.4272 0.9576183431952663
843 0.4238 0.9581420118343195
844 0.4204 0.9586656804733727
845 0.41700000000000004 0.959189349112426
846 0.4136 0.9597130177514792
847 0.4102 0.9602366863905325
848 0.40680000000000005 0.9607603550295858
849 0.40340000000000004 0.9612840236686391
850 0.4 0.9618076923076923
851 0.3976 0.9623313609467455
852 0.3952 0.9628550295857988
853 0.39280000000000004 0.9633786982248521
854 0.3904 0.9639023668639053
855 0.388 0.9644260355029586
856 0.3856 0.9649497041420119
857 0.38320000000000004 0.965473372781065
858 0.3808 0.9659970414201183
859 0.3784 0.9665207100591716
860 0.376 0.9670443786982249
861 0.37360000000000004 0.9675680473372781
862 0.37120000000000003 0.9680917159763314
863 0.3688 0.9686153846153847
864 0.3664 0.9691390532544379
865 0.36400000000000005 0.9696627218934911
866 0.36160000000000003 0.9701863905325444
867 0.3592 0.9707100591715977
868 0.3568 0.9712337278106509
869 0.35440000000000005 0.9717573964497042
870 0.35200000000000004 0.9722810650887574
871 0.3496 0.9726638790035588
872 0.3472 0.9724832740213523
873 0.34480000000000005 0.9723026690391459
874 0.34240000000000004 0.9721220640569395
875 0.34 0.9719414590747331
876 0.3376 0.9717608540925267
877 0.33520000000000005 0.9715802491103203
878 0.33280000000000004 0.9713996441281139
879 0.3304 0.9712190391459075
880 0.328 0.9710384341637011
881 0.3256 0.9708578291814947
882 0.32320000000000004 0.9706772241992883
883 0.32080000000000003 0.9704966192170819
884 0.3184 0.9703160142348755
885 0.31600000000000006 0.9701354092526691
886 0.31360000000000005 0.9699548042704627
887 0.31120000000000003 0.9697741992882563
888 0.3088 0.9695935943060499
889 0.3064 0.9694129893238435
890 0.30400000000000005 0.969232384341637
891 0.30160000000000003 0.9690517793594307
892 0.2992 0.9688711743772243
893 0.29680000000000006 0.9686905693950179
894 0.29440000000000005 0.9685099644128113
895 0.29200000000000004 0.9683293594306049
896 0.2896 0.9681487544483985
897 0.2872 0.9679681494661921
898 0.28480000000000005 0.9677875444839857
899 0.28240000000000004 0.9676069395017793
900 0.28 0.9674263345195729
901 0.2776 0.9672457295373665
902 0.2752 0.9670651245551601
903 0.27280000000000004 0.9668845195729537
904 0.27040000000000003 0.9667039145907473
905 0.268 0.9665233096085409
906 0.2656 0.9663427046263345
907 0.26320000000000005 0.9661620996441281
908 0.26080000000000003 0.9659814946619217
909 0.2584 0.9658008896797153
910 0.256 0.9656202846975089
911 0.25360000000000005 0.9654396797153025
912 0.25120000000000003 0.9652590747330961
913 0.24880000000000002 0.9650784697508897
914 0.2464 0.9648978647686833
915 0.24400000000000002 0.9647172597864769
916 0.2416 0.9645366548042704
917 0.23920000000000002 0.964356049822064
918 0.2368 0.9641754448398576
919 0.2344 0.9639948398576512
920 0.232 0.9638142348754448
921 0.22960000000000003 0.9636336298932384
922 0.2272 0.963453024911032
923 0.2248 0.9632724199288256
924 0.22240000000000001 0.9630918149466192
925 0.22 0.9629112099644128
926 0.21760000000000002 0.9627306049822064
927 0.2152 0.96255
928 0.2128 0.9623693950177936
929 0.2104 0.9621887900355872
930 0.20800000000000002 0.9620081850533808
931 0.2056 0.9618275800711744
932 0.2032 0.961646975088968
933 0.2008 0.9614663701067616
934 0.19840000000000002 0.9612857651245552
935 0.196 0.9611051601423488
936 0.1936 0.9609245551601424
937 0.1912 0.960743950177936
938 0.1888 0.9605633451957296
939 0.1864 0.9603827402135231
940 0.184 0.9602021352313167
941 0.18159999999999998 0.9600215302491103
942 0.1792 0.9598409252669039
943 0.1768 0.9596603202846975
944 0.1744 0.9594797153024911
945 0.172 0.9592991103202847
946 0.1696 0.9591185053380783
947 0.16720000000000002 0.9589379003558719
948 0.1648 0.9587572953736655
949 0.1624 0.9585766903914591
950 0.16 0.9583960854092527
951 0.1582 0.9582154804270463
952 0.1564 0.9580348754448399
953 0.15460000000000002 0.9578542704626335
954 0.1528 0.9576736654804271
955 0.151 0.9574930604982207
956 0.1492 0.9573124555160143
957 0.1474 0.9571318505338079
958 0.1456 0.9569512455516015
959 0.1438 0.9567706405693951
960 0.14200000000000002 0.9565900355871887
961 0.1402 0.9564094306049822
962 0.1384 0.9562288256227758
963 0.1366 0.9560482206405694
964 0.1348 0.955867615658363
965 0.133 0.9556870106761566
966 0.1312 0.9555064056939502
967 0.12940000000000002 0.9553258007117438
968 0.1276 0.9551451957295374
969 0.1258 0.954964590747331
970 0.124 0.9547839857651246
971 0.1222 0.9546033807829182
972 0.12040000000000001 0.9544227758007118
973 0.11860000000000001 0.9542421708185054
974 0.1168 0.954061565836299
975 0.115 0.9538809608540926
976 0.1132 0.9537003558718862
977 0.1114 0.9535197508896798
978 0.1096 0.9533391459074734
979 0.1078 0.953158540925267
980 0.10600000000000001 0.9529779359430606
981 0.10420000000000001 0.9527973309608542
982 0.1024 0.9526167259786478
983 0.1006 0.9524361209964414
984 0.0988 0.9528971962616822
985 0.097 0.953518691588785
986 0.0952 0.9541401869158879
987 0.09340000000000001 0.9547616822429906
988 0.0916 0.9553831775700935
989 0.0898 0.9560046728971963
990 0.08800000000000001 0.956626168224299
991 0.0862 0.9572476635514019
992 0.0844 0.9578691588785047
993 0.0826 0.9584906542056075
994 0.08080000000000001 0.9591121495327103
995 0.079 0.9597336448598132
996 0.0772 0.9603551401869159
997 0.07540000000000001 0.9609766355140187
998 0.0736 0.9615981308411216
999 0.0718 0.9622196261682243
1000 0.07 0.9628411214953272
1001 0.0 0.96346261682243
1002 0.0 0.9640841121495327
1003 0.0 0.9647056074766356
1004 0.0 0.9653271028037383
1005 0.0 0.9659485981308412
1006 0.0 0.966570093457944
1007 0.0 0.9671915887850467
1008 0.0 0.9678130841121496
1009 0.0 0.9684345794392524
1010 0.0 0.9690560747663552
1011 0.0 0.969677570093458
1012 0.0 0.9702990654205608
1013 0.0 0.9709205607476636
1014 0.0 0.9715420560747664
1015 0.0 0.9721635514018693
1016 0.0 0.972785046728972
1017 0.0 0.9734065420560748
1018 0.0 0.9740280373831777
1019 0.0 0.9746495327102804
1020 0.0 0.9752710280373833
1021 0.0 0.9758925233644861
1022 0.0 0.9765140186915888
1023 0.0 0.9771355140186917
1024 0.0 0.9777570093457945
1025 0.0 0.9783785046728973
1026 0.0 0.9790000000000001
1027 0.0 0.9789357142857144
1028 0.0 0.9788714285714286
1029 0.0 0.9788071428571429
1030 0.0 0.9787428571428572
1031 0.0 0.9786785714285715
1032 0.0 0.9786142857142858
1033 0.0 0.97855
1034 0.0 0.9784857142857143
1035 0.0 0.9784214285714286
1036 0.0 0.9783571428571428
1037 0.0 0.9782928571428572
1038 0.0 0.9782285714285714
1039 0.0 0.9781642857142857
1040 0.0 0.9781
1041 0.0 0.9780142857142857
1042 0.0 0.9779285714285714
1043 0.0 0.9778428571428571
1044 0.0 0.9777571428571428
1045 0.0 0.9776714285714285
1046 0.0 0.9775857142857143
1047 0.0 0.9774999999999999
1048 0.0 0.9774142857142857
1049 0.0 0.9773285714285714
1050 0.0 0.9772428571428571
1051 0.0 0.9771571428571428
1052 0.0 0.9770714285714285
1053 0.0 0.9769857142857142
1054 0.0 0.9769
1055 0.0 0.9768142857142856
1056 0.0 0.9767285714285714
1057 0.0 0.9766428571428571
1058 0.0 0.9765571428571428
1059 0.0 0.9764714285714285
1060 0.0 0.9763857142857142
1061 0.0 0.9763
1062 0.0 0.976157894736842
1063 0.0 0.9760157894736842
1064 0.0 0.9758736842105262
1065 0.0 0.9757315789473684
1066 0.0 0.9755894736842105
1067 0.0 0.9754473684210526
1068 0.0 0.9753052631578947
1069 0.0 0.9751631578947368
1070 0.0 0.9750210526315789
1071 0.0 0.9748789473684211
1072 0.0 0.9747368421052631
1073 0.0 0.9745947368421053
1074 0.0 0.9744526315789473
1075 0.0 0.9743105263157895
1076 0.0 0.9741684210526316
1077 0.0 0.9740263157894737
1078 0.0 0.9738842105263158
1079 0.0 0.973742105263158
1080 0.0 0.9736
1081 0.0 0.9725857142857143
1082 0.0 0.9715714285714286
1083 0.0 0.9705571428571429
1084 0.0 0.9695428571428572
1085 0.0 0.9685285714285714
1086 0.0 0.9675142857142858
1087 0.0 0.9665
1088 0.0 0.0
1089 0.0 0.0
1090 0.0 0.0
1091 0.0 0.0
1092 0.0 0.0
1093 0.0 0.0
1094 0.0 0.0
1095 0.0 0.0
1096 0.0 0.0
1097 0.0 0.0
1098 0.0 0.0
1099 0.0 0.0
1100 0.0 0.0
